flow,batch_idx,cfg,height,image_path_lora,image_path_no,loras,prompt_idx,prompt_text,sampler,scheduler,seed,steps,width,expected_text,clip_similarity_no,clip_similarity_lora,clip_delta,ocr_text_no,ocr_text_lora,ocr_score_no,ocr_score_lora,ocr_delta,ocr_missing_no,ocr_missing_lora
text2img,0,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st15_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st15_1_no_0.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,15,1024,minimalist,0.6506,0.6295,-0.0211,,,,,,1,1
text2img,1,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st15_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st15_1_no_1.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,15,1024,minimalist,0.6428,0.6314,-0.0114,,,,,,1,1
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st15_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st15_1_no_2.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,15,1024,minimalist,0.6553,0.6363,-0.0190,,,,,,1,1
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st15_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st15_1_no_3.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,15,1024,minimalist,0.6602,0.6392,-0.0210,,,,,,1,1
text2img,0,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st20_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st20_1_no_0.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,20,1024,minimalist,0.6483,0.6410,-0.0073,,,,,,1,1
text2img,1,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st20_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st20_1_no_1.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,20,1024,minimalist,0.6491,0.6372,-0.0119,,,,,,1,1
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st20_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st20_1_no_2.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,20,1024,minimalist,0.6484,0.6408,-0.0076,,,,,,1,1
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st20_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st20_1_no_3.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,20,1024,minimalist,0.6561,0.6352,-0.0209,,,,,,1,1
text2img,0,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st25_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st25_1_no_0.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,25,1024,minimalist,0.6543,0.6357,-0.0186,,,,,,1,1
text2img,1,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st25_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st25_1_no_1.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,25,1024,minimalist,0.6473,0.6552,0.0079,,,,,,1,1
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st25_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st25_1_no_2.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,25,1024,minimalist,0.6617,0.6392,-0.0225,,,,,,1,1
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st25_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg4_st25_1_no_3.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,25,1024,minimalist,0.6473,0.6418,-0.0055,,,,,,1,1
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st15_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st15_1_no_0.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,15,1024,minimalist,0.6534,0.6359,-0.0175,,,,,,1,1
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st15_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st15_1_no_1.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,15,1024,minimalist,0.6397,0.6503,0.0106,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st15_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st15_1_no_2.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,15,1024,minimalist,0.6444,0.6360,-0.0084,,,,,,1,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st15_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st15_1_no_3.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,15,1024,minimalist,0.6512,0.6440,-0.0072,,,,,,1,1
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st20_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st20_1_no_0.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,20,1024,minimalist,0.6465,0.6406,-0.0059,,,,,,1,1
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st20_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st20_1_no_1.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,20,1024,minimalist,0.6473,0.6414,-0.0059,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st20_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st20_1_no_2.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,20,1024,minimalist,0.6479,0.6421,-0.0058,,,,,,1,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st20_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st20_1_no_3.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,20,1024,minimalist,0.6549,0.6452,-0.0097,,,,,,1,1
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st25_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st25_1_no_0.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,25,1024,minimalist,0.6572,0.6383,-0.0189,,,,,,1,1
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st25_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st25_1_no_1.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,25,1024,minimalist,0.6414,0.6417,0.0003,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st25_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st25_1_no_2.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,25,1024,minimalist,0.6572,0.6353,-0.0219,,,,,,1,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st25_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg5_st25_1_no_3.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,25,1024,minimalist,0.6510,0.6387,-0.0124,,,,,,1,1
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st15_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st15_1_no_0.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,15,1024,minimalist,0.6494,0.6319,-0.0175,,,,,,1,1
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st15_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st15_1_no_1.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,15,1024,minimalist,0.6451,0.6412,-0.0038,,,,,,1,1
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st15_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st15_1_no_2.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,15,1024,minimalist,0.6413,0.6336,-0.0077,,,,,,1,1
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st15_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st15_1_no_3.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,15,1024,minimalist,0.6455,0.6413,-0.0042,,,,,,1,1
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st20_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st20_1_no_0.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,20,1024,minimalist,0.6496,0.6378,-0.0118,,,,,,1,1
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st20_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st20_1_no_1.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,20,1024,minimalist,0.6412,0.6420,0.0008,,,,,,1,1
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st20_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st20_1_no_2.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,20,1024,minimalist,0.6473,0.6391,-0.0082,,,,,,1,1
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st20_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st20_1_no_3.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,20,1024,minimalist,0.6516,0.6479,-0.0038,,,,,,1,1
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st25_1_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st25_1_no_0.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,25,1024,minimalist,0.6633,0.6352,-0.0281,,,,,,1,1
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st25_1_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st25_1_no_1.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,25,1024,minimalist,0.6303,0.6417,0.0114,,,,,,1,1
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st25_1_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st25_1_no_2.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,25,1024,minimalist,0.6568,0.6405,-0.0163,,,,,,1,1
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st25_1_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p1_cfg6_st25_1_no_3.png,iconic:1.0;vintage:1.0,1,"minimalist penguin silhouette inside a circle, black & white",dpmpp_2m_sde,karras,100,25,1024,minimalist,0.6473,0.6517,0.0044,,,,,,1,1
text2img,0,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st15_2_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st15_2_no_0.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,15,1024,interconnected,0.6394,0.6726,0.0332,,,,,,1,1
text2img,1,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st15_2_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st15_2_no_1.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,15,1024,interconnected,0.6603,0.6786,0.0183,,,,,,1,1
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st15_2_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st15_2_no_2.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,15,1024,interconnected,0.6536,0.6683,0.0147,,,,,,1,1
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st15_2_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st15_2_no_3.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,15,1024,interconnected,0.6484,0.6666,0.0182,,,,,,1,1
text2img,0,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st20_2_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st20_2_no_0.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,20,1024,interconnected,0.6500,0.6765,0.0265,,,,,,1,1
text2img,1,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st20_2_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st20_2_no_1.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,20,1024,interconnected,0.6631,0.6765,0.0134,,,,,,1,1
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st20_2_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st20_2_no_2.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,20,1024,interconnected,0.6593,0.6652,0.0060,,,,,,1,1
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st20_2_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st20_2_no_3.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,20,1024,interconnected,0.6485,0.6567,0.0082,,,,,,1,1
text2img,0,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st25_2_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st25_2_no_0.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,25,1024,interconnected,0.6470,0.6708,0.0237,,,,,,1,1
text2img,1,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st25_2_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st25_2_no_1.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,25,1024,interconnected,0.6610,0.6768,0.0158,,,,,,1,1
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st25_2_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st25_2_no_2.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,25,1024,interconnected,0.6593,0.6650,0.0058,,,,,,1,1
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st25_2_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg4_st25_2_no_3.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,25,1024,interconnected,0.6435,0.6692,0.0256,,"\

Oe",,0.1429,,1,0
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st15_2_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st15_2_no_0.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,15,1024,interconnected,0.6436,0.6703,0.0267,,,,,,1,1
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st15_2_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st15_2_no_1.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,15,1024,interconnected,0.6537,0.6770,0.0233,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st15_2_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st15_2_no_2.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,15,1024,interconnected,0.6545,0.6659,0.0114,,,,,,1,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st15_2_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st15_2_no_3.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,15,1024,interconnected,0.6585,0.6697,0.0112,,,,,,1,1
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st20_2_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st20_2_no_0.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,20,1024,interconnected,0.6519,0.6715,0.0197,,,,,,1,1
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st20_2_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st20_2_no_1.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,20,1024,interconnected,0.6607,0.6795,0.0188,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st20_2_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st20_2_no_2.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,20,1024,interconnected,0.6616,0.6629,0.0013,,,,,,1,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st20_2_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st20_2_no_3.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,20,1024,interconnected,0.6571,0.6659,0.0088,,,,,,1,1
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st25_2_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st25_2_no_0.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,25,1024,interconnected,0.6524,0.6669,0.0144,,,,,,1,1
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st25_2_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st25_2_no_1.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,25,1024,interconnected,0.6618,0.6780,0.0162,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st25_2_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st25_2_no_2.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,25,1024,interconnected,0.6673,0.6646,-0.0028,,,,,,1,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st25_2_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg5_st25_2_no_3.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,25,1024,interconnected,0.6612,0.6642,0.0029,,,,,,1,1
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg6_st15_2_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg6_st15_2_no_0.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,15,1024,interconnected,0.6459,0.6736,0.0277,,,,,,1,1
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg6_st15_2_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test2_wordmark_iconic2/singles/p2_cfg6_st15_2_no_1.png,iconic:1.0;vintage:1.0,2,"interconnected hexagons forming beehive motif, bright yellow gradient",dpmpp_2m_sde,karras,100,15,1024,interconnected,0.6545,0.6780,0.0236,,,,,,1,1
