flow,batch_idx,cfg,height,image_path_lora,image_path_no,loras,prompt_idx,prompt_text,sampler,scheduler,seed,steps,width,expected_text,clip_similarity_no,clip_similarity_lora,clip_delta,ocr_text_no,ocr_text_lora,ocr_score_no,ocr_score_lora,ocr_delta,ocr_missing_no,ocr_missing_lora
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st20_9_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st20_9_no_1.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,20,1024,LUNA,0.6024,0.6262,0.0238,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st20_9_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st20_9_no_2.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,20,1024,LUNA,0.6382,0.6332,-0.0050,,LUN,,0.7500,,1,0
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st20_9_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st20_9_no_3.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,20,1024,LUNA,0.6276,0.6472,0.0196,,"LUNA

SONNNEDDESED",,-2.0000,,1,0
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st25_9_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st25_9_no_0.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,25,1024,LUNA,0.6228,0.5987,-0.0242,,LL'NNA,,0.2500,,1,0
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st25_9_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st25_9_no_1.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,25,1024,LUNA,0.5905,0.6061,0.0156,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st25_9_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st25_9_no_2.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,25,1024,LUNA,0.6253,0.6230,-0.0023,,LONNE,,0.2500,,1,0
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st25_9_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg5_st25_9_no_3.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,25,1024,LUNA,0.6411,0.6425,0.0014,,"LUNA

SEPEFREED",,-1.2500,,1,0
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st15_9_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st15_9_no_0.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,15,1024,LUNA,0.6062,0.6133,0.0070,,LUVIN,,0.2500,,1,0
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st15_9_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st15_9_no_1.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,15,1024,LUNA,0.6426,0.6252,-0.0175,,,,,,1,1
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st15_9_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st15_9_no_2.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,15,1024,LUNA,0.6371,0.6067,-0.0304,,,,,,1,1
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st15_9_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st15_9_no_3.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,15,1024,LUNA,0.6239,0.6390,0.0150,,"LUNIA

SEERTRDEIEED",,-2.2500,,1,0
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st20_9_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st20_9_no_0.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,20,1024,LUNA,0.6224,0.6183,-0.0042,,LIUUNNA,,0.2500,,1,0
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st20_9_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st20_9_no_1.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,20,1024,LUNA,0.6208,0.6091,-0.0117,,,,,,1,1
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st20_9_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st20_9_no_2.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,20,1024,LUNA,0.6305,0.6359,0.0054,,LUNs,,0.7500,,1,0
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st20_9_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st20_9_no_3.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,20,1024,LUNA,0.6229,0.6514,0.0286,,,,,,1,1
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st25_9_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st25_9_no_0.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,25,1024,LUNA,0.6176,0.6072,-0.0104,,ULIUUNA,,0.2500,,1,0
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st25_9_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st25_9_no_1.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,25,1024,LUNA,0.6253,0.6113,-0.0140,,"LUINIA
SJINA

7c",,-1.2500,,1,0
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st25_9_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st25_9_no_2.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,25,1024,LUNA,0.6164,0.6135,-0.0029,,LUNIA,,0.7500,,1,0
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st25_9_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p9_cfg6_st25_9_no_3.png,wordmark:1.0;minimalistic:1.0,9,"text LUNA condensed slab serif with spur details, western mood",dpmpp_2m_sde,karras,100,25,1024,LUNA,0.6117,0.6425,0.0308,,"LUNA

CONNDFDDESED",,-2.0000,,1,0
text2img,0,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st15_10_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st15_10_no_0.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,15,1024,APEX,0.6484,0.6198,-0.0286,,,,,,1,1
text2img,1,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st15_10_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st15_10_no_1.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,15,1024,APEX,0.6445,0.6151,-0.0294,,,,,,1,1
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st15_10_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st15_10_no_2.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,15,1024,APEX,0.6101,0.6194,0.0092,,,,,,1,1
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st15_10_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st15_10_no_3.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,15,1024,APEX,0.6321,0.6239,-0.0083,,,,,,1,1
text2img,0,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st20_10_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st20_10_no_0.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,20,1024,APEX,0.5920,0.6382,0.0462,,,,,,1,1
text2img,1,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st20_10_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st20_10_no_1.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,20,1024,APEX,0.6424,0.6138,-0.0286,,,,,,1,1
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st20_10_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st20_10_no_2.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,20,1024,APEX,0.5936,0.6116,0.0180,,,,,,1,1
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st20_10_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st20_10_no_3.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,20,1024,APEX,0.6418,0.6209,-0.0209,,,,,,1,1
text2img,0,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st25_10_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st25_10_no_0.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,25,1024,APEX,0.5971,0.6183,0.0212,,,,,,1,1
text2img,1,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st25_10_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st25_10_no_1.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,25,1024,APEX,0.6457,0.6201,-0.0256,,,,,,1,1
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st25_10_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st25_10_no_2.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,25,1024,APEX,0.6140,0.6117,-0.0023,,,,,,1,1
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st25_10_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg4_st25_10_no_3.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,25,1024,APEX,0.6367,0.6192,-0.0174,,,,,,1,1
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st15_10_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st15_10_no_0.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,15,1024,APEX,0.6211,0.6068,-0.0143,,,,,,1,1
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st15_10_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st15_10_no_1.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,15,1024,APEX,0.6381,0.6080,-0.0301,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st15_10_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st15_10_no_2.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,15,1024,APEX,0.6069,0.6226,0.0156,,,,,,1,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st15_10_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st15_10_no_3.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,15,1024,APEX,0.6333,0.6212,-0.0121,,,,,,1,1
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st20_10_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st20_10_no_0.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,20,1024,APEX,0.6182,0.6192,0.0009,,,,,,1,1
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st20_10_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st20_10_no_1.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,20,1024,APEX,0.6376,0.6124,-0.0252,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st20_10_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st20_10_no_2.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,20,1024,APEX,0.5825,0.6163,0.0338,,,,,,1,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st20_10_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st20_10_no_3.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,20,1024,APEX,0.6272,0.6165,-0.0107,,,,,,1,1
text2img,0,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st25_10_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st25_10_no_0.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,25,1024,APEX,0.6053,0.6194,0.0141,,,,,,1,1
text2img,1,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st25_10_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st25_10_no_1.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,25,1024,APEX,0.6363,0.6173,-0.0190,,,,,,1,1
text2img,2,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st25_10_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st25_10_no_2.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,25,1024,APEX,0.6309,0.6048,-0.0261,,,,,,1,1
text2img,3,5.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st25_10_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg5_st25_10_no_3.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,25,1024,APEX,0.6294,0.6128,-0.0166,,,,,,1,1
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st15_10_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st15_10_no_0.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,15,1024,APEX,0.6339,0.6091,-0.0248,a,,0.2500,,,0,1
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st15_10_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st15_10_no_1.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,15,1024,APEX,0.6640,0.6120,-0.0520,,,,,,1,1
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st15_10_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st15_10_no_2.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,15,1024,APEX,0.6358,0.6257,-0.0101,,,,,,1,1
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st15_10_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st15_10_no_3.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,15,1024,APEX,0.6332,0.6264,-0.0068,,,,,,1,1
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st20_10_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st20_10_no_0.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,20,1024,APEX,0.6063,0.6128,0.0065,,,,,,1,1
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st20_10_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st20_10_no_1.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,20,1024,APEX,0.6476,0.6181,-0.0295,,,,,,1,1
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st20_10_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st20_10_no_2.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,20,1024,APEX,0.5986,0.6229,0.0243,,,,,,1,1
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st20_10_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st20_10_no_3.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,20,1024,APEX,0.6378,0.6143,-0.0235,,,,,,1,1
text2img,0,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st25_10_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st25_10_no_0.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,25,1024,APEX,0.6036,0.6118,0.0082,,,,,,1,1
text2img,1,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st25_10_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st25_10_no_1.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,25,1024,APEX,0.6497,0.6184,-0.0313,,,,,,1,1
text2img,2,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st25_10_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st25_10_no_2.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,25,1024,APEX,0.5909,0.6176,0.0267,,,,,,1,1
text2img,3,6.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st25_10_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p10_cfg6_st25_10_no_3.png,wordmark:1.0;minimalistic:1.0,10,"text APEX hand‑drawn brush stroke lettering, organic texture",dpmpp_2m_sde,karras,100,25,1024,APEX,0.6513,0.6189,-0.0324,,,,,,1,1
text2img,0,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p11_cfg4_st15_11_lora_0.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p11_cfg4_st15_11_no_0.png,wordmark:1.0;minimalistic:1.0,11,"text SOLIS italicized clean sans serif, soft drop shadow",dpmpp_2m_sde,karras,100,15,1024,SOLIS,0.6190,0.6276,0.0086,,Son lis,,0.8000,,1,0
text2img,1,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p11_cfg4_st15_11_lora_1.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p11_cfg4_st15_11_no_1.png,wordmark:1.0;minimalistic:1.0,11,"text SOLIS italicized clean sans serif, soft drop shadow",dpmpp_2m_sde,karras,100,15,1024,SOLIS,0.6515,0.6319,-0.0197,,,,,,1,1
text2img,2,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p11_cfg4_st15_11_lora_2.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p11_cfg4_st15_11_no_2.png,wordmark:1.0;minimalistic:1.0,11,"text SOLIS italicized clean sans serif, soft drop shadow",dpmpp_2m_sde,karras,100,15,1024,SOLIS,0.6218,0.6197,-0.0021,,OOliis,,0.6000,,1,0
text2img,3,4.0,1024,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p11_cfg4_st15_11_lora_3.png,/home/henrique/Projects/tcc/result-gathering/output/test1_wordmark_minimalistic1/singles/p11_cfg4_st15_11_no_3.png,wordmark:1.0;minimalistic:1.0,11,"text SOLIS italicized clean sans serif, soft drop shadow",dpmpp_2m_sde,karras,100,15,1024,SOLIS,0.5906,0.6366,0.0460,,OUTS,,0.4000,,1,0
